CONTRACT #;*FUNCTION;*ACTIVITY*;SUN;MON;TUE ;WED;THR;FRI;TOTAL HOUR;NAME;WEEK;Year
6008;400;8000;;2,5;;;;;2,5;CÇ;42;2025
6010;400;5000;;;2;;;;2;CÇ;42;2025
6010;400;8000;;;1;;;;1;CÇ;42;2025
6012;400;5000;;;1;1;5;2;9;CÇ;42;2025
6012;400;8000;;;;1,5;;1;2,5;CÇ;42;2025
6013;400;5000;;;0,5;;;;0,5;CÇ;42;2025
6013;400;8000;;1;0,5;;;;1,5;CÇ;42;2025
6011;400;5000;;4;;;3;5;12;SA;42;2025
6011;400;8000;;;;;;1;1;SA;42;2025
6011;400;7000;;1;6;3;3;;13;SA;42;2025
6010;400;5000;;8;8;8;8;8;40;BS;42;2025
6008;400;5000;;6;6;1;2;;15;EA;42;2025
6004;400;5000;;;;5;;;5;EA;42;2025
6002-6;400;5000;;;;;4;3;7;EA;42;2025
6012;400;5000;;;;;;3;3;EA;42;2025
6012;400;7000;;2;;;1;1;4;UK;42;2025
6012;400;5000;;3;5;3;3;4;18;UK;42;2025
6007;400;700;;1;1;;3;1;6;UK;42;2025
6007;400;400;;2;2;3;;;7;UK;42;2025
6012;400;8000;;;;;1;2;3;UK;42;2025
6008;400;5000;;1;2;1;3;;7;BÞ;42;2025
6008;400;8000;;2;2;2;;2;8;BÞ;42;2025
6008;400;2000;;1;1;;;;2;BÞ;42;2025
6008;400;7000;;4;1;;3;2;10;BÞ;42;2025
6008;400;8000;;;;2;;2;4;BÞ;42;2025
6008;400;8000;;;2;;;;2;YK;42;2025
6010;400;8000;;;;2;1;;3;YK;42;2025
6010;400;5000;;;;4;;;4;YK;42;2025
6010;400;7000;;8;8;2;7;8;33;YK;42;2025
6008;400;600;;1;;2;;1;4;HEÖ;42;2025
6008;400;700;;;;;;2;2;HEÖ;42;2025
6008;400;5000;;;3;2;;2;7;HEÖ;42;2025
6008;400;7000;;2;4;2;;;8;HEÖ;42;2025
6008;400;8000;;;;2;;2;4;HEÖ;42;2025
6010;400;5000;;2;;;1;;3;OS;42;2025
6011;400;5000;;4;4;3;3;3;17;OS;42;2025
4425;400;5000;;;2;;2;2;6;OS;42;2025
6001;400;5000;;;;2;;1;3;OS;42;2025
6012;400;5000;;8;;;;8;16;DB;42;2025
6004;400;5000;;;8;8;8;;24;DB;42;2025
6006;400;8000;;5;6;3;6;3;23;AEA;42;2025
6006;400;7000;;3;2;5;2;4;16;AEA;42;2025
6003;400;8000;;;;;;1;1;AEA;42;2025
4425;800;8000;;7;;;;;7;VYÇ;42;2025
6012;400;7000;;;;;4;2;6;VYÇ;42;2025
6008;400;7000;;;;;3;5;8;VYÇ;42;2025
6002;400;7000;;;7;7;;;14;VYÇ;42;2025
6008;400;600;;2;;;;;2;UU;42;2025
6008;400;5000;;2;;;;;2;UU;42;2025
6011;400;600;;;1;;;;1;UU;42;2025
6012;400;600;;;1;;;;1;UU;42;2025
6010;400;5000;;;2;;;;2;UU;42;2025
6011;400;1000;;;;2;;;2;UU;42;2025
6011;400;2000;;;;2;;;2;UU;42;2025
6013;400;600;;;;;1;;1;UU;42;2025
6011;400;5000;;;;;2;;2;UU;42;2025
6011;400;100;;;;;1;;1;UU;42;2025
6010;400;1000;;;;;;1;1;UU;42;2025
6008;400;600;;;;;;1;1;UU;42;2025
6006;400;600;;;;;;1;1;UU;42;2025
6008;400;100;;;;;;1;1;UU;42;2025
6010;400;5000;;8;8;8;8;8;40;BS;43;2025
6012;400;5000;;8;;;;8;16;DB;43;2025
6004;400;5000;;;8;8;8;;24;DB;43;2025
6004;400;7000;;;;;;2;2;RP;43;2025
6011;400;8000;;4;3;2;1;1;11;RP;43;2025
6004;400;8000;;1;1;1;1;2;6;RP;43;2025
6011;400;7000;;3;2;1;1;2;9;RP;43;2025
6011;400;2000;;;;;2;;2;RP;43;2025
4368;400;7000;;;;;;1;1;RP;43;2025
6008;400;600;;2;2;;;3;7;HEÖ;43;2025
6008;400;700;;1;;;4;;5;HEÖ;43;2025
6008;400;2000;;;;;;;0;HEÖ;43;2025
6008;400;5000;;;;;2;2;4;HEÖ;43;2025
6008;400;6000;;;;;;;0;HEÖ;43;2025
6008;400;7000;;3;;1;;2;6;HEÖ;43;2025
6008;400;8000;;;1;1;2;;4;HEÖ;43;2025
6013;400;5000;;3;;;;;3;KP;43;2025
6013;400;8000;;1;1;;;1;3;KP;43;2025
6013;400;2000;;3;4;4;4;5;20;KP;43;2025
6013;400;7000;;;1;2;;;3;KP;43;2025
6013;400;1000;;;;;2;;2;KP;43;2025
6006;400;8000;;;2;2;1;2;7;KP;43;2025
6003;400;8000;;1;;;1;;2;KP;43;2025
6011;400;5000;;4;4;3;2;3;16;SA;43;2025
6011;400;1000;;;;;;3;3;SA;43;2025
6011;400;2000;;;;;2;;2;SA;43;2025
6011;400;7000;;2;3;;3;1;9;SA;43;2025
6012;400;7000;;1;6;2;6;5;20;BP;43;2025
6012;400;5000;;1;2;;1;;4;BP;43;2025
4385;400;8000;;1;;;;1;2;BP;43;2025
4425;400;8000;;2;;;;;2;BP;43;2025
6007;400;8000;;3;3;6;5;2;19;BP;43;2025
6006;400;8000;;4;2;5;6;3;20;AEA;43;2025
6006;400;7000;;4;6;3;2;3;18;AEA;43;2025
6003;400;8000;;;;;;1;1;AEA;43;2025
6003;400;7000;;;;;;1;1;AEA;43;2025
6008;400;5000;;2;6;;;;8;MA;43;2025
6011;400;5000;;2;1;7;7;7;24;MA;43;2025
6013;400;5000;;3;;;;;3;MA;43;2025
6002-7;400;5000;;;2;;;;2;AG;43;2025
6010;400;5000;;1;2;4;5;3;15;AG;43;2025
6004;400;5000;;2;;1;;1;4;AG;43;2025
6011;400;5000;;1;;1;;;2;AG;43;2025
6007;400;5000;;;1;;;;1;AG;43;2025
6013;400;5000;;;;;1;;1;AG;43;2025
6002;400;5000;;1;;2;2;4;9;AG;43;2025
6002-9;400;5000;;3;3;;;;6;AG;43;2025
6010;400;8000;;2;;1;;;3;YK;43;2025
6010;400;5000;;2;;2;;;4;YK;43;2025
6010;400;7000;;4;8;5;8;4;29;YK;43;2025
6010;400;2000;;;;;;3;3;YK;43;2025
6008;400;5000;;5;;;;;5;MY;43;2025
4425;400;5000;;1;;;;;1;MY;43;2025
6010;400;5000;;;5;6;8;6;25;MY;43;2025
6012;400;7000;;4;;;7;;11;VYÇ;43;2025
6012;400;7000;;;;3;5;4;12;UK;43;2025
6012;400;5000;;1,5;2;2;1;1;7,5;UK;43;2025
6007;400;700;;2;1;;1;3;7;UK;43;2025
6012;400;8000;;3;;2;;;5;UK;43;2025
6007;400;8000;;1,5;;1;;;2,5;UK;43;2025
6008;400;5000;;6;;;;;6;EA;43;2025
6012;400;5000;;;6;6;6;6;24;EA;43;2025
6010;400;5000;;8;;;;;8;SH;43;2025
6002;400;7000;;;4;;6;;10;SH;43;2025
6013;400;5000;;;;;2;8;10;SH;43;2025
6008;400;5000;;2;2;1;3;2;10;BÞ;43;2025
6008;400;8000;;2;1;2;2;1;8;BÞ;43;2025
6008;400;2000;;1;1;2;1;2;7;BÞ;43;2025
6008;400;7000;;1;1;;1;;3;BÞ;43;2025
6008;400;8000;;;;2;;;2;BÞ;43;2025
6008;400;8000;;;1;;;;1;BÞ;43;2025
6006;400;5000;;1;;;;;1;OS;43;2025
6010;400;5000;;1;;1;1;1;4;OS;43;2025
6011;400;5000;;5;5;5;4;5;24;OS;43;2025
4425;400;5000;;;2;1;2;1;6;OS;43;2025
6012;400;7000;;;2;;;2;4;UK;44;2025
6012;400;5000;;;1;;;1,5;2,5;UK;44;2025
6007;400;700;;;;;1;1;2;UK;44;2025
6012;400;8000;;;2;;;2,5;4,5;UK;44;2025
6007;400;8000;;;;;1;1;2;UK;44;2025
6006;400;5000;;2;2;;;;4;OS;44;2025
6010;400;5000;;;;2;2;2;6;OS;44;2025
6011;400;5000;;3;3;3;3;3;15;OS;44;2025
4425;400;5000;;;2;2;2;;6;OS;44;2025
6010;400;5000;;;4;6;;3;13;MY;44;2025
6008;400;5000;;;;;;2;2;MA;44;2025
6011;400;5000;;7;4;;;1;12;MA;44;2025
6013;400;5000;;;;;6;4;10;MA;44;2025
6008;400;600;;;;;2;;2;HEÖ;44;2025
6008;400;700;;;2;;;;2;HEÖ;44;2025
6008;400;2000;;3;;;;;3;HEÖ;44;2025
6008;400;5000;;3;2;;;;5;HEÖ;44;2025
6008;400;6000;;2;;;;;2;HEÖ;44;2025
6008;400;7000;;;;;;1;1;HEÖ;44;2025
6008;400;8000;;;;;;2;2;HEÖ;44;2025
6013;400;5000;;;;;;4;4;HEÖ;44;2025
6012;400;5000;;6;4;;;;10;EA;44;2025
6008;400;5000;;4;2;;3;3;12;BÞ;44;2025
6008;400;8000;;2;3;;2;1;8;BÞ;44;2025
6008;400;2000;;1;1;;1;2;5;BÞ;44;2025
6008;400;7000;;1;;;1;;2;BÞ;44;2025
6008;400;8000;;;1;;;;1;BÞ;44;2025
6010;400;5000;;8;8;8;8;8;40;BS;44;2025
6011;400;5000;;1;;;;;1;UU;44;2025
6008;400;5000;;1;;;;;1;UU;44;2025
6010;400;5000;;2;;;;;2;UU;44;2025
6009;400;600;;1;;;;;1;UU;44;2025
6011;400;600;;1;;;;;1;UU;44;2025
6008;400;100;;;;;2;;2;UU;44;2025
6013;400;5000;;;;;;2;2;UU;44;2025
6011;400;5000;;4;;;;2;6;SA;44;2025
6011;400;7000;;3;4;;;3;10;SA;44;2025
6013;400;5000;;;;;;3;3;SA;44;2025
6004;400;7000;;;;;2;;2;RP;44;2025
6011;400;8000;;;1;;3;2;6;RP;44;2025
6011;400;7000;;;3;;2;3;8;RP;44;2025
6011;400;5000;;;;;1;3;4;RP;44;2025
6013;400;5000;;1;;;1;;2;KP;44;2025
6013;400;8000;;2;;;2;1;5;KP;44;2025
6013;400;2000;;3;4;;4;4;15;KP;44;2025
6013;400;7000;;;;;;2;2;KP;44;2025
6006;400;8000;;2;;;;1;3;KP;44;2025
6003;400;8000;;;;;1;;1;KP;44;2025
6012;400;5000;;8;8;8;8;;32;DB;44;2025
6011;400;5000;;;;;;8;8;DB;44;2025
6012;400;7000;;5;4;;;;9;BP;44;2025
4385;400;8000;;1;;;;;1;BP;44;2025
6007;400;7000;;2;;;;;2;BP;44;2025
6010;400;5000;;;4;;2;;6;AG;44;2025
6011;400;5000;;;;;2;;2;AG;44;2025
6012;400;5000;;;;;;2;2;AG;44;2025
6013;400;5000;;;;;;1;1;AG;44;2025
6002;400;5000;;;;;2;5;7;AG;44;2025
6006;400;7000;;3;2;;4;2;11;AEA;44;2025
6006;400;8000;;5;2;;4;2;13;AEA;44;2025
6003;400;8000;;;;;;4;4;AEA;44;2025
6010;400;5000;;;;;;4;4;YK;44;2025
6010;400;7000;;;4;;4;4;12;YK;44;2025
6010;400;2000;;;;;4;;4;YK;44;2025
6011;400;7000;;7;;;;;7;VYÇ;44;2025
6008;400;7000;;;1;;;;1;VYÇ;44;2025
4425;400;600;;;1;;;;1;VYÇ;44;2025
4425;800;8000;;;1;;;;1;VYÇ;44;2025
4411;400;7000;;;4;;;;4;VYÇ;44;2025
6012;400;7000;;;4;;2;;6;BP;45;2025
6012;400;5000;;;;;2;2;4;BP;45;2025
6012;400;8000;;2;;;4;;6;BP;45;2025
4385;400;8000;;5;2;;1;0,5;8,5;BP;45;2025
6012;400;2000;;;;3;;4;7;BP;45;2025
6007;400;7000;;;;;;;0;BP;45;2025
6007;400;8000;;1;2;2;3;3;11;BP;45;2025
6004;400;7000;;;;;1;;1;RP;45;2025
6011;400;8000;;3;;;3;1;7;RP;45;2025
6004;400;8000;;1;;;;;1;RP;45;2025
6011;400;7000;;4;;;3;1;8;RP;45;2025
6011;400;5000;;;;;1;;1;RP;45;2025
6011;400;6000;;;;;;1;1;RP;45;2025
6006;400;8000;;;2;;;;2;CÇ;45;2025
6008;400;8000;;2;;;3;;5;CÇ;45;2025
6010;400;8000;;;;1,5;1;;2,5;CÇ;45;2025
6012;400;5000;;3;3;;;;6;CÇ;45;2025
6012;400;8000;;;;2,5;;;2,5;CÇ;45;2025
6013;400;2000;;;;;1,5;3,5;5;CÇ;45;2025
6013;400;8000;;;;1,5;;2;3,5;CÇ;45;2025
6011;400;5000;;;;;2;;2;SA;45;2025
6011;400;8000;;;;;;;0;SA;45;2025
6011;400;7000;;5;1;;1;2;9;SA;45;2025
6013;400;5000;;2;;;;;2;SA;45;2025
6008;400;5000;;3;2;;;;5;MA;45;2025
6011;400;5000;;2;;;;;2;MA;45;2025
6013;400;5000;;2;5;7;2;6;22;MA;45;2025
6010;400;5000;;8;8;8;8;8;40;BS;45;2025
6008;400;600;;2;;;;2;4;HEÖ;45;2025
6008;400;2000;;2;4;3;2;;11;HEÖ;45;2025
6008;400;5000;;3;3;3;4;1;14;HEÖ;45;2025
6008;400;6000;;;;3;;2;5;HEÖ;45;2025
6008;400;7000;;1;;;;2;3;HEÖ;45;2025
6008;400;8000;;;1;;;1;2;HEÖ;45;2025
6013;400;5000;;2;2;;;2;6;KP;45;2025
6013;400;8000;;;1;1;;;2;KP;45;2025
6013;400;2000;;4;4;4;3;4;19;KP;45;2025
6013;400;7000;;;;;2;;2;KP;45;2025
6013;400;1000;;;;2;1;;3;KP;45;2025
6006;400;8000;;2;;1;1;2;6;KP;45;2025
6003;400;8000;;;1;;1;;2;KP;45;2025
6012;400;7000;;;;;;;0;UK;45;2025
6012;400;5000;;2;3;1;1,5;2;9,5;UK;45;2025
6007;400;700;;2;;;;;2;UK;45;2025
6012;400;8000;;;;1;2;1;4;UK;45;2025
6007;400;8000;;1;;2;;;3;UK;45;2025
6012;400;2000;;;;2;4;3;9;UK;45;2025
6007;400;7000;;1;;;0,5;2;3,5;UK;45;2025
6012;400;600;;2;;;;;2;UK;45;2025
4411;400;8000;;1;;2;;;3;YK;45;2025
6010;400;8000;;1;2;;1;;4;YK;45;2025
6001;400;7000;;;;;;;0;YK;45;2025
6010;400;5000;;4;1;4;5;4;18;YK;45;2025
6010;400;7000;;2;5;;2;4;13;YK;45;2025
6012;400;5000;;2;4;6;6;6;24;EA;45;2025
6002;400;5000;;4;2;;;;6;EA;45;2025
6010;400;5000;;;2;1;;;3;AG;45;2025
6011;400;5000;;3;2;2;;1;8;AG;45;2025
6012;400;5000;;2;;3;4;5;14;AG;45;2025
6013;400;5000;;2;;1;2;;5;AG;45;2025
6002;400;5000;;1;;1;2;2;6;AG;45;2025
6002-5;400;5000;;;4;;;;4;AG;45;2025
6001;400;5000;;4;5;5;5;5;24;OS;45;2025
6010;400;5000;;;;2;2;2;6;OS;45;2025
6011;400;5000;;1;2;;;;3;OS;45;2025
6013;400;5000;;8;8;7;8;4;35;SH;45;2025
6002;400;7000;;;;1;;4;5;SH;45;2025
6011;400;7000;;;;1;1;4;6;VYÇ;45;2025
6008;400;7000;;6;5;6;6;3;26;VYÇ;45;2025
6006;400;7000;;2;2;3;;;7;AEA;45;2025
6006;400;8000;;3;2;3;;;8;AEA;45;2025
6003;400;7000;;;;1;;;1;AEA;45;2025
6003;400;8000;;1;1;1;;;3;AEA;45;2025
6012;400;5000;;8;8;8;;;24;DB;45;2025
6004;400;5000;;;;;8;8;16;DB;45;2025
6008;400;8000;;3;2;2;3;1;11;BÞ;45;2025
6008;400;2000;;1;1;6;2;2;12;BÞ;45;2025
6008;400;7000;;2;2;;1;3;8;BÞ;45;2025
6008;400;5000;;;1;;;;1;BÞ;45;2025
6008;400;5000;;3;6;6,5;6;;21,5;MY;45;2025
6010;400;5000;;1;;;;;1;MY;45;2025
6003;400;5000;;;;;0,5;;0,5;MY;45;2025
6004;400;7000;;;;2;;;2;RP;46;2025
6011;400;8000;;;2;3;3;2;10;RP;46;2025
6004;400;8000;;0,5;;1;;;1,5;RP;46;2025
6011;400;7000;;2;3;1;3;3;12;RP;46;2025
6011;400;2000;;;;;;;0;RP;46;2025
6011;400;5000;;;2;1;;;3;RP;46;2025
6011;400;6000;;3;;;;3;6;RP;46;2025
6011;400;1000;;;1;;;;1;RP;46;2025
6002;400;7000;;0,5;;;;;0,5;RP;46;2025
6013;400;5000;;2;2;;2;2;8;KP;46;2025
6013;400;8000;;;1;1;1;;3;KP;46;2025
6013;400;2000;;4;4;4;3;4;19;KP;46;2025
6013;400;7000;4;2;2;3;2;3;16;KP;46;2025
6013;400;1000;;;;2;1;;3;KP;46;2025
6006;400;8000;;2;;1;1;2;6;KP;46;2025
6003;400;8000;;;1;;1;;2;KP;46;2025
6006;400;7000;;;;;3;4;7;AEA;46;2025
6006;400;8000;;;;;5;4;9;AEA;46;2025
6008;400;5000;;;;2;3;3;8;MA;46;2025
6011;400;5000;;2;7;3;4;2;18;MA;46;2025
6013;400;5000;;5;;2;;2;9;MA;46;2025
6012;400;7000;;;2;2;3;;7;BP;46;2025
6012;400;5000;;2;;;1;;3;BP;46;2025
6012;400;8000;;;;;;;0;BP;46;2025
4385;400;8000;;2;1;1;2;1;7;BP;46;2025
4425;400;8000;;1;;;1;;2;BP;46;2025
6012;400;2000;;;;1;;4;5;BP;46;2025
6007;400;7000;;1;;;;;1;BP;46;2025
6007;400;8000;;2;5;4;1;3;15;BP;46;2025
6010;400;5000;;8;8;8;8;8;40;BS;46;2025
6011;400;5000;;;;;;6;6;SA;46;2025
6011;400;1000;;;;;;;0;SA;46;2025
6011;400;2000;;;2;4;4;;10;SA;46;2025
6011;400;8000;;;;;;;0;SA;46;2025
6011;400;7000;;1;4;2;4;1;12;SA;46;2025
6011;400;6000;;3;;;;;3;SA;46;2025
6010;400;5000;;2;3;1;;2;8;AG;46;2025
6011;400;5000;;3;1;2;;2;8;AG;46;2025
6012;400;5000;;3;1;4;;3;11;AG;46;2025
6002-5;400;5000;;;3;1;;1;5;AG;46;2025
6001;400;5000;;4;4;5;5;4;22;OÞ;46;2025
6010;400;5000;;;;2;1;1;4;OÞ;46;2025
6008;400;5000;;3;3;;1;2;9;OÞ;46;2025
6008;400;600;;2;;;;1;3;HEÖ;46;2025
6008;400;2000;;2;2;;;;4;HEÖ;46;2025
6008;400;5000;;4;;;;3;7;HEÖ;46;2025
6008;400;6000;;;4;;;;4;HEÖ;46;2025
6008;400;7000;;;;;;2;2;HEÖ;46;2025
6008;400;8000;;2;2;;;2;6;HEÖ;46;2025
6012;400;5000;;5;3;2;2;2;14;UK;46;2025
6007;400;700;;;;;;2;2;UK;46;2025
6012;400;8000;;;4;3;1;2;10;UK;46;2025
6007;400;8000;;2;1;2;1;;6;UK;46;2025
6012;400;2000;;;;;3;2;5;UK;46;2025
6007;400;7000;;1;;1;1;;3;UK;46;2025
6001;400;8000;;;;2;1;;3;YK;46;2025
6010;400;8000;;1;;;1;1;3;YK;46;2025
6010;400;5000;;;4;6;3;5;18;YK;46;2025
6010;400;7000;;7;4;;3;2;16;YK;46;2025
6008;400;7000;;3;;3;;;6;VYÇ;46;2025
6010;400;7000;;4;4;3;7;7;25;VYÇ;46;2025
6008;400;8000;;2;4;2;4;2;14;BÞ;46;2025
6008;400;2000;;1;1;6;2;;10;BÞ;46;2025
6008;400;7000;;2;;;;3;5;BÞ;46;2025
6008;400;5000;;;2;;;;2;BÞ;46;2025
6012;400;5000;;6;6;4;4;4;24;EA;46;2025
6002;400;5000;;;;;2;;2;EA;46;2025
6008;400;5000;;;;2;;2;4;EA;46;2025
4372;400;600;;;;;;0,5;0,5;CÇ;46;2025
4384;400;8000;;;;;;0,5;0,5;CÇ;46;2025
6007;400;7000;;;1,5;;;;1,5;CÇ;46;2025
6008;400;7000;;;;0,5;;;0,5;CÇ;46;2025
6008;400;8000;;;;1;2;;3;CÇ;46;2025
6010;400;2000;;;;;1;;1;CÇ;46;2025
6010;400;5000;;;;;;0,5;0,5;CÇ;46;2025
6010;400;7000;;;;1;;;1;CÇ;46;2025
6010;400;8000;;;;1,5;;;1,5;CÇ;46;2025
6012;400;5000;;2,5;;0,5;;3;6;CÇ;46;2025
6012;400;7000;;;;0,5;;;0,5;CÇ;46;2025
6013;400;2000;;;;;1;;1;CÇ;46;2025
6013;400;8000;;;;0,5;1;;1,5;CÇ;46;2025
6001;400;5000;;4;4;5;5;4;22;OÞ;46;2025
6010;400;5000;;;;2;1;1;4;OÞ;46;2025
6008;400;5000;;3;3;;1;2;9;OÞ;46;2025
6010;400;8000;;1,5;;;;;1,5;UU;46;2025
6010;400;2000;;1;;;;;1;UU;46;2025
6010;400;5000;;1,5;;;;;1,5;UU;46;2025
6011;400;8000;;2;;;;;2;UU;46;2025
6006;400;8000;;;1;;;;1;UU;46;2025
6008;400;8000;;;1;;;;1;UU;46;2025
6012;400;8000;;;2;;;;2;UU;46;2025
6009;400;7000;;;1;;;;1;UU;46;2025
6010;400;8000;;;;1;;;1;UU;46;2025
6010;400;5000;;;;2;;;2;UU;46;2025
6010;400;6000;;;;1;;;1;UU;46;2025
6010;400;8000;;;;1;;;1;UU;46;2025
6011;400;7000;;;;;1;;1;UU;46;2025
6012;400;8000;;;;;2;;2;UU;46;2025
6011;400;6000;;;;;1;;1;UU;46;2025
6011;400;1000;;;;;1;;1;UU;46;2025
6011;400;8000;;;;;1;;1;UU;46;2025
6011;400;8000;;;;;;1;1;UU;46;2025
6012;400;8000;;;;;;2;2;UU;46;2025
6010;400;5000;;8;8;7;1;;24;SH;47;2025
6013;400;5000;;;;1;7;8;16;SH;47;2025
4426;400;7000;;;;;0,5;;0,5;CÇ;47;2025
6003;400;8000;;;;2;;;2;CÇ;47;2025
6007;400;8000;;;;1;;;1;CÇ;47;2025
6008;400;8000;;;2;1;1,5;;4,5;CÇ;47;2025
6010;400;5000;;;;;;2,5;2,5;CÇ;47;2025
6010;400;8000;;;;;1,5;;1,5;CÇ;47;2025
6012;400;5000;;2,5;1;;;;3,5;CÇ;47;2025
6012;400;8000;;;3;;;;3;CÇ;47;2025
6011;400;7000;;1;;;;;1;VYÇ;47;2025
6008;400;7000;;;;;;;0;VYÇ;47;2025
4384;400;600;;3;;;;;3;VYÇ;47;2025
4384;800;8000;;3;;;5;;8;VYÇ;47;2025
4425;400;600;;;3;;;;3;VYÇ;47;2025
4411;400;7000;;;;;;;0;VYÇ;47;2025
6012;400;7000;;;;;;;0;VYÇ;47;2025
6008;400;7000;;;4;4;;;8;VYÇ;47;2025
6002;400;7000;;;;;;;0;VYÇ;47;2025
6010;400;7000;;;;3;2;3;8;VYÇ;47;2025
6011;400;8000;;2;;;;;2;UU;47;2025
6006;400;8000;;2;;;;;2;UU;47;2025
6012;400;5000;;1;;;;;1;UU;47;2025
6008;400;5000;;;2;;;;2;UU;47;2025
6008;400;8000;;;2;;;;2;UU;47;2025
6013;400;5000;;;;1;;;1;UU;47;2025
6013;400;8000;;;;1,5;;;1,5;UU;47;2025
6010;400;5000;;;;1,5;;;1,5;UU;47;2025
6012;400;8000;;;;;2;;2;UU;47;2025
6012;400;5000;;;;;1;;1;UU;47;2025
6012;400;2000;;;;;1;;1;UU;47;2025
6011;400;6000;;;;;;1,5;1,5;UU;47;2025
6011;400;8000;;;;;;1,5;1,5;UU;47;2025
6012;400;5000;;;;;;1;1;UU;47;2025
6001;400;5000;;1;;;;2;3;OS;47;2025
6010;400;5000;;;;2;1;1;4;OS;47;2025
6008;400;5000;;3;3;2;3;2;13;OS;47;2025
6007;400;5000;;3;4;3;3;2;15;OS;47;2025
6011;400;5000;;;;;;;0;SA;47;2025
6011;400;1000;;;;;;;0;SA;47;2025
6011;400;2000;;;;;;;0;SA;47;2025
6011;400;8000;;;;;;;0;SA;47;2025
6011;400;7000;;;4;;;;4;SA;47;2025
6011;400;6000;;;;;;;0;SA;47;2025
6011;400;400;;;;;;;0;SA;47;2025
6013;400;5000;;6;;5;5;5;21;SA;47;2025
6013;400;2000;;;;2;;2;4;SA;47;2025
6013;400;7000;;;3;;3;;6;SA;47;2025
6012;400;7000;;;;;;;0;UK;47;2025
6012;400;5000;;7;8;6;2;;23;UK;47;2025
6007;400;700;;;;;;2;2;UK;47;2025
6012;400;8000;;;;;;;0;UK;47;2025
6007;400;8000;;;;;;1;1;UK;47;2025
6012;400;2000;;;;;;;0;UK;47;2025
6007;400;7000;;;;;6;;6;UK;47;2025
6012;400;600;;1;;2;;;3;UK;47;2025
6013;400;5000;;2;2;;2;2;8;KP;47;2025
6013;400;8000;;;1;1;1;;3;KP;47;2025
6013;400;2000;;2;1;;1;;4;KP;47;2025
6013;400;7000;;5;6;7;5;3;26;KP;47;2025
6013;400;1000;;;;2;1;;3;KP;47;2025
6006;400;8000;;2;;1;1;2;6;KP;47;2025
6003;400;8000;;;1;;1;;2;KP;47;2025
6004;400;5000;;8;8;8;8;8;40;DB;47;2025
6004;400;7000;;;2;1;1;;4;RP;47;2025
6011;400;8000;;4;;2;;1;7;RP;47;2025
6004;400;8000;;;2;;2;;4;RP;47;2025
6011;400;7000;;2;;3;;;5;RP;47;2025
6011;400;2000;;;;;;;0;RP;47;2025
6011;400;5000;;;;;;;0;RP;47;2025
6011;400;6000;;;4;;;;4;RP;47;2025
6011;400;1000;;;;;;;0;RP;47;2025
6002;400;7000;;;;;3;3;6;RP;47;2025
6002;400;8000;;;;;2;3;5;RP;47;2025
6012;400;5000;;4;6;;2;2;14;EA;47;2025
6002;400;5000;;2;;;3;4;9;EA;47;2025
6006;400;7000;;3;4;2;3;;12;AEA;47;2025
6006;400;8000;;3;4;3;4;2;16;AEA;47;2025
6003;400;7000;;;;;;1;1;AEA;47;2025
6003;400;8000;;2;;;;;2;AEA;47;2025
6003;400;2000;;;;;;4;4;AEA;47;2025
6003;400;1000;;;;;;1;1;AEA;47;2025
6008;400;600;;;;;2;;2;HEÖ;47;2025
6008;400;700;;;3;;1;;4;HEÖ;47;2025
6008;400;2000;;2;;;;;2;HEÖ;47;2025
6008;400;5000;;;;1;;1;2;HEÖ;47;2025
6008;400;6000;;2;;2;;;4;HEÖ;47;2025
6008;400;7000;;;4;5;1;2;12;HEÖ;47;2025
6008;400;8000;;3;2;2;1;;8;HEÖ;47;2025
6008;400;8000;;;4;3;4;2;13;BÞ;47;2025
6008;400;2000;;1;1;3;2;2;9;BÞ;47;2025
6008;400;7000;;2;1;;1;3;7;BÞ;47;2025
6008;400;5000;;2;;;;;2;BÞ;47;2025
6010;400;5000;;8;8;8;8;8;40;BS;47;2025
6011;400;5000;;2;;;;2;4;MA;47;2025
6013;400;5000;;5;7;7;6;5;30;MA;47;2025
6012;400;7000;;;;2;;1;3;BP;47;2025
6012;400;5000;;1;2;2;;;5;BP;47;2025
6012;400;8000;;3;;;;;3;BP;47;2025
4385;400;8000;;1;1;;2;;4;BP;47;2025
4425;400;8000;;1;;1;;1;3;BP;47;2025
6012;400;2000;;;;;4;;4;BP;47;2025
6007;400;7000;;;;;;;0;BP;47;2025
6007;400;8000;;2;1;3;2;2;10;BP;47;2025
6010;400;5000;;2;;;5;4;11;AG;47;2025
6011;400;5000;;;;1;;3;4;AG;47;2025
6012;400;5000;;2;3;1;2;1;9;AG;47;2025
6013;400;5000;;;3;1;;;4;AG;47;2025
6002;400;5000;;1;;;;;1;AG;47;2025
DSEC;400;5000;;;;;1;;1;AG;47;2025
6002-5;400;5000;;3;2;3;;;8;AG;47;2025
6002-6;400;5000;;;;2;;;2;AG;47;2025
6004;400;5000;;8;8;8;8;8;40;DB;47;2025
4411;400;8000;;;;2;1;;3;YK;47;2025
6001;400;8000;;;;;;2;2;YK;47;2025
6010;400;8000;;2;;;1;1;4;YK;47;2025
6010;400;5000;;5;6;;3;5;19;YK;47;2025
6010;400;7000;;1;2;6;2;;11;YK;47;2025
4411;400;7000;;;;;1;;1;YK;47;2025
6008;400;600;;;;2;;;2;HEÖ;48;2025
6008;400;700;;;;2;;2;4;HEÖ;48;2025
